id,words,answer
109463,"['primary', 'vehicle', 'study', u'proteome', 'richard', 'lewontin', 'jack', 'hubby', 'relied', 'heavily', 'publication', 'concerning', 'drosophila', u'polymorphism']",Gel electrophoresis
109467,"['matsuoka', 'group', 'discovered', 'first', 'soluble', 'receptor', 'class', u'compound', 'della', u'protein', 'critical', 'signaling', u'cascade']",Gibberellin
207772,"['derivative', 'natural', 'log', 'quantity', 'respect', 'time', 'equal', 'enthalpy', 'change', 'r', u'time', 'squared', 'according', 'vant', 'hoff', 'equation']",Equilibrium constant
109472,"['main', 'contribution', 'biology', u'wa', 'measuring', 'guinea', u'pig', 'respiration', 'calorimeter']",Antoine Lavoisier
109479,"['dielsalder', u'reaction', 'dienes', u'molecule', 'catalyzed', 'ruthenium', 'lewis', u'acid']",Ketone
207788,"['property', 'present', u'element', 'horizontal', 'axis', 'betheslater', 'curve', 'occurs', u'material', 'one', 'easy', u'ax']",Ferromagnetism
109486,"[u'man', 'namesake', 'field', 'massless', 'proca', 'field']",James Clerk Maxwell
109491,"['price', 'equation', 'predicts', 'accurately', 'fisher', 'equation', 'one', 'reason', u'former', 'success', 'reformulating', u'law', 'variance']",Founder effect
109494,"[u'prediction', 'grand', 'unified', u'theory', 'accurate', u'loop', 'superconducting', 'wire', u'inch', 'diameter', 'detect', 'one', 'every', 'year']",Magnetic monopole
109510,"['neither', 'force', 'event', 'often', 'idealized', 'stepfunction', 'make', u'calculation', 'simpler']",Impulse (physics)
109515,"['used', 'prescribed', 'skin', u'disease', 'despite', 'irritant', u'property']",Asbestos
109524,"['resonance', 'stabilization', 'conjugate', 'base', 'alphahydrogen', 'acidic', u'alkane']",Aldehyde
207832,"['size', 'distribution', u'element', 'process', 'given', 'marshallpalmer', 'law', 'zr', 'relation', 'used', 'correlate', 'severity', 'phenomenon', 'radar', 'reflectivity']",Rain
207843,"['one', 'theory', 'force', u'state', 'square', 'coupling', 'constant', u'time', 'square', 'root', '2', '8', 'proportional', 'g', 'sub', 'f', 'constraint', 'v', 'sub', 'ik', u'time', 'vstar', 'jk', 'summed', 'k', u'equal', 'zero', u'give', 'unitarity', u'triangle', 'constrain', 'mathematical', 'device', 'used', 'describe', 'force']",Weak interaction
109540,"['standard', 'temperature', 'pressure', 'toxic', 'corrosive', 'gas', 'strong', 'odor', 'advent', u'haloalkane', 'like', 'freon', u'wa', 'widely', 'used', 'refrigerant', 'easily', 'liquefies', 'pressure']",Ammonia
109546,"['intermittent', 'high', 'pressure', 'develop', u'pocket', 'known', 'diverticulli', u'wall', 'necessarily', 'harmful', 'become', 'infected']",Colon (anatomy)
207853,"['one', 'tumor', 'organ', 'occurs', 'often', u'patient', 'denysdrash', 'syndrome', 'caused', 'deletion', 'wt1', 'gene', 'chromosome', '11p']",Kidney
109553,"[u'play', 'double', 'role', 'reinforcement', 'local', u'temperature', 'since', 'high', 'value', 'caused', 'snow', u'result', 'cooling', 'land']",Albedo
207860,"['fabiola', 'chapman', 'added', 'pair', u'angle', 'potential', 'modelling', u'phenomenon', 'often', 'modelled', 'dreiding', 'equation']",Hydrogen bond
109568,"['hypothesized', 'december', '1930', 'course', 'series', u'experiment', 'investigating', 'loss', 'energy', 'explained', 'entropy', 'angular', 'momentum', u'particle', 'emitted', 'beta', 'decay', 'existence', 'went', 'unproven', '1956', 'none', 'actually', 'observed', '1969']",Neutrino
207874,"['value', 'appears', u'term', 'definition', 'lagrange', 'invariant']",Refractive index
109573,"['one', 'type', 'often', 'phosphorylated', 'serine', '10', 'though', 'class', u'protein', 'better', 'known', u'type', 'posttranscriptional', u'modification']",Histone
109578,"['though', 'normally', 'composed', 'sp2', 'hybrid', 'orbitals', u'bond', u'condition', 'high', 'pressure', 'merge', 'together', 'long', u'strand', 'swapping', 'sp3', 'orbitals']",Carbon nanotube
109588,"['quantity', 'exists', 'leibnitz', 'rule', 'work', 'poisson', 'bracket']",Hamiltonian (quantum mechanics)
207916,"['existence', 'substance', 'flat', 'universe', 'would', 'cause', 'linear', 'term', 'latetime', 'integrated', 'sachswolfe', 'effect', 'dominate', 'higher', 'order', u'term']",Dark energy
109622,"['carbon', 'arc', 'created', 'graphite', u'electrode', 'used', 'harvest', 'fullerene']",Plasma (physics)
109626,"['hypothesized', 'sickle', 'cell', u'anemia', 'genetic', 'nature', 'well', 'different', 'charge', 'normal', u'cell']",Linus Pauling
207931,"['danilovas', 'study', 'organism', 'discovered', 'new', 'immunoglobulin', 'isotype', 'dubbed', 'igz']",Zebrafish
109629,"['herbert', 'brown', 'won', '1979', 'nobel', 'use', 'element', 'important', 'suzuki', 'reaction']",Boron
208783,"['according', 'turans', 'theorem', 'one', u'entity', 'necessarily', 'formed', 'four', u'time', 'number', u'edge', 'graph', 'greater', 'number', u'vertex', 'squared']",Triangle
109637,"['light', 'pleiades', 'constellation', 'creates', 'brilliant', 'blue', 'reflection', 'type', 'light', 'polarized', 'due', 'magnetic', u'interaction', 'nickel', 'iron', u'particle']",Nebula
11344,"['herman', u'melville', 'battlepieces', 'included', u'sketch', 'set', 'location', 'whose', 'mananimal', u'relation', 'subject', u'study', 'anthropologist', 'eugene', 'guribye']",Galapagos Islands
109653,"['first', 'direct', 'experimental', 'evidence', 'existence', 'occurred', 'threejet', u'event', 'observed', 'petra', 'hamburg', '1979', 'although', 'deep', 'inelastic', 'scattering', 'stanford', 'linear', 'accelerator', 'center', 'earlier', 'established', 'existence']",Gluon
109656,"['besides', 'involved', 'creation', u'lysosome', 'able', 'modify', u'substance', 'glycosylation']",Golgi apparatus
207965,"['procedure', 'generate', 'cycle', 'nakamura', 'number', 'exceeded']",Voting
207979,"['product', 'one', 'form', 'quantity', 'junction', 'depth', 'j', 'plotted', 'concentration', 'irvins', u'curve', 'sheet', 'form']",Electrical resistance
207987,"['ion', 'element', 'used', 'masking', 'agent', 'performing', 'edta', 'titration', 'mixture', 'magnesium', 'aluminum']",Fluorine
207995,"['one', 'equation', 'important', 'understand', 'process', 'derived', 'rearranging', 'schrodinger', 'equation', 'adding', u'time', 'epsilon', 'term', 'denominator', 'e', 'minus', 'h', 'sub', 'zero', 'singular']",Scattering
207997,"['pengrobinson', 'equation', 'departure', 'function', 'quantity', 'equal', 'r', u'time', 'critical', 'temperature', u'time', 'function', 'compressibility', 'factor']",Enthalpy
208000,"['overdose', 'agonist', u'compound', u'receptor', 'reversed', 'using', 'flumazenil']",Gamma-Aminobutyric acid
208012,"['autocorrelation', 'function', 'related', 'fourier', 'transform', 'spectral', 'density', 'quantity', 'according', 'weinerkinchin', 'theorem']",Power (physics)
208017,"['mixture', 'potassium', 'hydroxide', u'element', 'tetraiodo', 'form', 'used', 'reagent', 'used', 'detect', 'ammonia', 'named', 'nessler']",Mercury 13
208024,"['spherical', 'harmonic', 'decomposed', 'n', u'time', 'exponential', u'time', 'associated', 'legendre', 'polynomial', 'function']",Cosine
208054,"['first', 'disease', 'associated', 'organelle', u'wa', 'lebers', 'hereditary', 'optic', 'neuropathy', 'tim', 'tom', u'complex', 'inner', 'outer', 'transport', u'mechanism']",Mitochondrion
208058,"['organ', 'affected', 'liddles', 'syndrome', 'denysdrash', 'syndrome', 'develop', 'wilms', u'tumor']",Kidney
208079,"['computer', 'science', 'similarity', 'metric', 'named', 'function', 'used', 'find', 'two', u'vector', 'similar']",Cosine
208088,"['london', u'equation', 'used', 'describe', 'magnetic', u'field', u'object']",Superconductivity
208092,"['thalassemia', u'patient', 'reduced', 'quantity', u'cell', 'measured', 'using', 'mean', 'corpuscular', 'volume']",Red blood cell
208102,"['one', 'problem', 'associated', 'technique', 'known', 'tailing', 'avoided', 'increasing', 'polarity', 'solvent']",Chromatography
208108,"['powder', 'type', 'phenomenon', 'technique', 'used', 'analyze', 'crystalline', u'solid']",Diffraction
208110,"['immersed', 'potassium', 'dichromate', 'silver', 'nitrate', u'cell', 'turn', 'black', 'golgi', 'staining']",Neuron
208113,"['graph', 'theory', 'man', u'name', 'closed', 'path', u'trace', 'edge', 'precisely']",Leonhard Euler
208118,"['function', 'approximated', 'large', u'number', 'stirlings', 'approximation']",Factorial
193065,"['scientist', 'worked', 'christopher', 'wren', 'chief', 'surveyor', 'city', 'london', 'great', 'fire']",Robert Hooke
208120,"['uv', 'light', 'initiated', 'reaction', u'hydrocarbon', 'group', 'commonly', 'used', 'functionalize', u'hydrocarbon', 'finkelstein', 'reaction', u'exchange', u'element']",Halogen
109820,"['helmholtz', 'differential', u'equation', 'separable', 'coordinate', u'system', 'depending', 'value', 'stckels', 'calculation', 'entity']",Determinant
109824,"[u'manifest', 'gravitational', 'redshift', 'known', 'sachswolfe', 'effect', 'occurs', 'surface', 'last', 'scattering', 'bmodes', 'polarization', 'signal', 'arise', 'tensor', u'perturbation']",Cosmic microwave background
109828,"[u'error', 'procedure', 'corrected', 'replacing', 'one', u'reagent', 'pfuultra', 'pfx', 'spurious', u'product', 'swamped', 'ramping', 'temperature', 'touchdown', 'variation']",Polymerase chain reaction
208134,"['2012', u'researcher', 'case', 'western', 'reserve', 'university', 'announced', 'potential', 'cure', 'condition', 'using', 'cancer', 'drug', 'bexarotene']",Alzheimer's disease
208137,"['one', 'property', 'entity', 'measured', 'using', u'suit', 'index']",Tax
208139,"['theory', u'wa', 'used', 'explain', 'rotation', 'known', 'thomas', 'precession']",Special relativity
109836,"['biologically', 'element', 'found', 'f430', 'prosthetic', 'group', 'methanogenic', 'bacteria', u'human', 'found', 'active', 'site', 'urease']",Nickel
208148,"['wohlwill', 'process', 'used', 'refine', 'purest', 'form', 'element', 'used', 'small', u'concentration', 'produce', 'color', 'ruby', 'red', 'glass']",Gold
109850,"['slater', u'determinant', 'used', 'describe', 'state', 'system', 'satisfies', 'statement', 'color', u'wa', 'proposed', 'order', 'render', 'existence', 'omegaminus', 'baryon', 'consistent']",Pauli exclusion principle
208156,"['organ', 'contains', u'macrophage', 'called', 'kupffer', u'cell', 'also', 'primary', 'site', 'gluconeogenesis']",Liver
109854,"['fivetuple', 'one', u'add', 'new', 'symbol', 'component', 'fourtuples', 'used', 'traditional', 'type', 'tibor', 'rado', 'formulated', 'one', 'involved', 'determining', 'maximum', 'number', 'time', u'step', 'performed', 'busy', 'beaver']",Turing machine
109859,"['e', 'coli', 'protein', 'rad27', 'involved', 'processing', u'structure', 'finnish', 'team', 'discovered', '1996', 'joining', 'may', 'polyamine', 'dependent']",Okazaki fragments
208169,"['laguerre', 'polynomial', u'give', 'radial', 'part', 'state', 'vector', 'element', u'ha', 'namesake', 'line', u'form', u'transition', 'two', 'ground', 'level', u'state', 'called', 'twentyone', 'centimeter', 'line', 'visible', 'spectral', u'line', 'within', 'balmer', 'series', u'ha', 'isotope', 'two', u'neutron', 'normal', 'called', 'tritium']",Hydrogen
208174,"['rossby', u'number', 'found', u'tornado', 'negligible', 'discussing', 'force']",Coriolis effect
109871,"['threaded', 'magnetic', u'field', 'exhibit', u'wave', 'propagate', 'direction', 'field', 'known', 'alfven', u'wave', u'characteristic', 'frequently', 'measured', 'langmuir', 'probe']",Plasma (physics)
208176,"['square', 'root', 'cohesive', 'energy', 'density', u'give', 'hildebrand', 'parameter', 'property', 'ratio', 'value', 'two', u'phase', 'given', 'partition', 'coefficient']",Solubility
109874,"[u'compound', '5hydroxy', 'form', u'ha', 'potential', 'treating', 'epilepsy', u'case', 'eosinophiliamyalgia', 'syndrome', 'traced', u'supplement', 'containing', 'compound']",Tryptophan
109877,"['schaefferbergmann', 'variety', 'phenomenon', 'arises', u'interaction', u'sound', 'take', 'place', u'crystal', 'kirchhoff', 'formalism', 'derives', 'phenomenon', 'scalar', 'differential', 'wave', 'theory']",Diffraction
208184,"[u'organism', 'contain', 'clamp', u'connection', 'spitzenkorper', 'organizing', u'center', 'growth']",Fungus
11579,"['leonardo', u'wa', 'quite', 'renaissance', 'man', 'proposing', 'flying', u'machine', 'motorized', u'ship']",Roger Bacon
208194,"['one', 'emitted', 'auger', 'effect', u'particle', 'detected', 'faraday', 'box', 'nickel', 'target', u'wa', 'rotated', 'allowed', 'calculation', 'lattice', 'spacing', 'confirmed', 'de', 'broglie', 'hypothesis']",Electron
208198,"['man', u'name', 'effect', 'light', u'beam', 'plane', 'polarization', 'rotated', 'magnetic', 'field']",Michael Faraday
109895,"['example', 'inverse', 'sunyaevzeldovich', 'effect', 'crosssection', 'process', 'derived', u'assumption', 'conservation', 'energy', 'momentum', 'given', 'kleinnishina', 'formula']",Compton scattering
208202,"['cydonia', 'region', 'home', u'body', 'infamous', 'face', 'giovanni', 'schiaparelli', 'observed', 'network', 'linear', u'structure', 'surface', 'mistranslation', u'note', 'led', 'belief', 'contained', u'canal', 'therefore', 'life']",Mars
208206,"['one', 'method', 'producing', 'compound', 'used', 'nitrogen', 'dioxide', 'catalyst', 'involved', 'highly', 'exothermic', 'oxidation', 'later', u'version', 'method', 'used', 'glover', 'tower', 'recover', 'nitrogen', u'oxide', 'concentrate', 'product']",Sulfuric acid
109904,"['loyersdietz', 'syndrome', 'may', 'lead', 'aneurysm', 'sinus', 'valsava', 'located', 'structure', 'one', 'section', 'contains', 'spindle', u'lie', 'beyond', 'isthmus', 'ductus']",Aorta
109913,"['4thio', 'version', 'molecule', 'useful', 'zerolength', 'crosslinker', 'fluorinated', 'version', 'molecule', u'show', 'promise', 'anticancer', 'agent', 'inhibits', 'thymidylate', 'synthase']",Uracil
109915,"['cottonmouton', 'effect', u'result', 'applied', u'liquid', u'solid', 'application', u'result', 'voigt', 'effect', 'sometimes', 'known', 'namesake', 'birefringence']",Magnetic field
109920,"[u'pig', u'peptide', 'eighth', 'amino', 'acid', 'residue', 'usually', 'lysine', u'human', 'residue', 'always', 'arginine']",Vasopressin
109923,"['polyhistidine', 'tagged', u'protein', 'purified', 'using', 'divalent', u'cation', 'variation', 'technique']",Column chromatography
208228,"['kjeldahl', 'method', 'procedure', 'followed', 'titration', 'ammonia', 'product']",Distillation
109927,"['lowermost', 'portion', 'region', 'known', 'd', 'd', 'prime', 'prime', 'layer']",Mantle (geology)
208233,"['halo', 'type', u'structure', u'radius', 'larger', 'predicted', 'liquid', 'drop', 'model']",Cell nucleus
208237,"[u'equation', 'namesake', 'also', u'name', 'heat', 'theorem', 'alternative', 'third', 'law', 'thermodynamics']",Nernst equation
109937,"['rock', 'varnish', 'named', u'region', 'consists', 'clay', 'manganese', 'iron', u'oxide']",Desert
208242,"['relativistic', 'form', 'effect', u'wa', 'investigated', 'using', 'type', 'mossbauer', 'spectroscopy', 'pound', 'rebka']",Doppler effect
109944,"[u'compound', 'created', u'alcohol', u'nitrile', 'pinner', 'reaction', 'mitsunobu', 'reaction', u'us', 'triphenylphosphine', 'create', 'stereospecifically']",Ester
208253,"['soave', 'equation', u'add', 'acentric', 'factor', 'statement', 'virial', 'equation', u'measure', u'deviation', 'law', 'using', 'compressibility', 'factor']",Ideal gas law
109956,"['especially', 'strong', u'one', 'occur', u'distance', u'le', '28', u'angstrom', 'referred', 'lowbarrier', 'studied', u'solid', 'inelastic', 'neutron', 'scattering', 'spectroscopy']",Hydrogen bond
208263,"['human', 'body', 'movement', 'structure', 'governed', 'six', u'muscle', 'include', 'medial', 'rectus', 'superior', 'oblique', u'muscle', 'work', 'together', 'properly', 'result', 'condition', 'known', 'strabismus']",Eye
109963,"['12point', 'scale', 'proposed', 'papadapoulos', 'imamura', u'ha', 'replaced', 'siebergambraseys', 'intensity', 'scale', u'event']",Tsunami
109970,"['baldwinlomax', 'cebecismith', u'model', 'algebraic', u'model', 'process', 'prandtl', 'model', 'oneequation', 'model']",Turbulence
109973,"['adding', 'polyethylene', 'glycol', 'one', 'type', u'molecule', 'believed', 'able', 'increase', 'halflife', 'vivo', 'approach', 'lead', 'drug', 'pegasys']",Interferon
208280,"['louis', 'hammett', 'developed', 'function', 'relating', 'strength', 'thermodynamic', 'activity', u'coefficient']",Acid
208287,"['mutation', 'fmr1', 'gene', 'result', 'martinbell', 'syndrome', 'also', 'named', 'fragile', 'form', 'structure']",X chromosome
109985,"['one', 'type', u'molecule', 'act', 'fbox', 'protein', 'tir1', 'commonly', 'synthesized', 'tryptophan', u'action', 'nitrilase', 'cytochrome', 'p450']",Auxin
109986,"['miyaoka', 'falsely', 'proved', 'bogomolovmiyaokayau', 'inequality', '1988', 'would', 'held', 'statement', 'true', 'large', u'exponent']",Fermat's Last Theorem
208296,"['inventory', 'control', 'modeled', 'markovian', 'type', 'concept', 'keynesian', 'cross', u'equal', 'total', 'output', 'economy', 'efficiency']",Demand
109994,"['cheneys', 'algorithm', 'extension', 'semispace', 'method', 'one', 'way', 'implement', 'procedure', 'involves', 'dividing', 'heap', 'half', 'copying', u'element', 'back', 'forth', 'tospaces']",Garbage collection (computer science)
109999,"['bogoliubov', u'name', 'inequality', u'give', 'expectation', 'value', 'hamiltonian', 'system', 'conjugated', 'water', 'bath', 'marangoni', u'name', 'effect', u'cause', 'unequal', 'distribution', u'charge', 'either', 'side', 'semipermeable', 'membrane']",Josiah Willard Gibbs
204019,"['general', 'relativistic', 'form', 'quantity', 'equal', 'ricci', 'scalar', u'time', 'square', 'root', 'negative', 'determinant', 'metric', 'tensor', u'quantity', 'integral', 'proportional', 'different', 'related', 'quantity', 'named', 'einstein', 'hilbert']",Lagrangian
208313,"['dh', 'lawrence', 'poem', u'compare', 'peace', 'substance', 'one', u'entity', 'walking', 'like', 'royal', 'snake', 'emma', u'hamilton', 'husband', u'love', u'thing', 'novel', 'affair', 'horatio', 'nelson']",Volcano
110010,"['process', 'provides', 'schematic', 'approximation', 'generation', u'hurricane', 'since', 'begin', 'air', u'spiral', 'toward', 'storm', 'center', 'acquiring', 'entropy', 'constant', 'temperature']",Carnot cycle
110013,"['situs', u'inverse', 'genetically', 'inherited', 'polycystic', 'kidney', 'disease', 'thought', 'caused', 'disruption', 'transport', 'within', u'structure']",Flagellum
110014,"['wienerkhinchin', 'theorem', u'state', 'certain', 'power', 'spectral', u'density', 'equal', 'corresponding', 'autocorrelation', 'function', 'undergoing', 'process']",Fourier transform
11711,"['stopped', 'animal', 'beaten', 'said', 'heard', 'voice', 'dead', 'friend', 'coming', 'notion', 'stemming', 'doctrine', 'metempsychosis']",Pythagoras
110020,"[u'material', 'property', 'exhibit', 'noise', 'arising', 'selforganized', 'criticality', 'known', 'barkhausen', 'effect']",Ferromagnetism
110028,"['one', 'variation', 'reaction', u'us', 'phenyllithium', 'convert', 'erythro', 'intermediate', 'threo', 'one', 'product', 'obtained', 'via', 'alternative', 'julia', 'reaction']",Wittig reaction
110030,"['many', u'phenotype', 'disease', 'result', 'overexpression', 'mglur', u'protein', u'antagonist', 'may', 'successful', 'treating', 'disease']",Fragile X syndrome
110036,"['buildup', 'cholesterol', 'organ', u'lead', 'given', 'epithet', 'strawberry', 'disease', 'describes', 'porcelain', u'result', 'calcification']",Gallbladder
11733,"['philosophy', 'language', 'recorded', 'sumule', u'dialectic', 'compendium', 'studii', 'theologiae', 'classified', u'word', 'natural', 'conventional', 'signification']",Roger Bacon
110041,"['two', 'strongest', 'spectroscopic', u'line', 'attributed', 'unknown', 'element', 'nebulium', 'later', 'found', 'correspond', 'forbidden', 'magnetic', 'dipole', 'radiation', u'ion', 'element']",Oxygen
110047,"['triumf', 'read', 'triumph', 'laboratory', 'canada', u'ha', 'explored', 'way', 'treating', 'cancer', 'bombardment', u'particle', 'cecil', 'powel', 'received', 'nobel', 'prize', u'physic', 'developing', 'technology', 'led', 'discovery']",Pion
110050,"['variation', 'ullman', 'condensation', 'named', 'goldberg', u'combine', 'aryl', u'one', 'aryl', u'halide', 'presence', 'copper']",Amine
110054,"['two', u'intermediate', 'pathway', u'inhibitor', 'prolyl', '4hydroxylases', 'meaning', 'may', 'contribute', 'increased', 'activity', 'hypoxia', 'inducible', u'factor']",Citric acid cycle
110055,"['two', u'section', 'organ', 'separated', 'reissners', 'membrane', 'transport', 'disrupted', u'meniere', 'disease']",Cochlea
110057,"['produce', 'material', 'enters', 'socalled', 'snowplow', 'phase', 'passing', 'period', 'free', 'expansion', 'sedov', 'phase']",Supernova
110058,"['yuri', 'matiyasevich', 'used', u'entity', 'show', u'wa', 'impossible', 'find', 'solution', u'hilbert', 'tenth', 'problem']",Fibonacci number
110062,"['montgomery', 'charles', 'vaughan', 'bounded', 'number', u'error', 'sufficiently', 'large', u'value', 'used', 'statement', 'hardy', 'littlewood', 'used', 'asymptotic', 'analysis', 'create', 'extended', 'version']",Goldbach's conjecture
11768,"['deeply', 'influenced', 'peter', 'peregrinus', 'medieval', u'thinker', 'epistemology', 'stemmed', u'attempt', 'understand', 'visual', 'perception', 'patronized', 'clement', 'iv', 'work', 'secret', u'pope', 'death', 'wrote', 'two', u'work', 'communia', 'naturalium', 'communia', 'mathematica', 'better', 'known', 'longer', u'work']",Roger Bacon
208381,"['two', u'object', 'seen', 'famous', 'artwork', 'francis', 'cugat']",Eye
208396,"['kalidasa', 'work', 'certain', 'yaksha', u'spot', 'cloud', 'whose', 'playfulness', 'reminds', 'mature', 'one', u'animal']",Elephant
208399,"['one', 'poem', 'observes', 'nearness', 'object', 'little', 'boat', u'move', 'mooring', 'mist', 'speaker', 'another', 'poem', 'subject', u'wonder', 'find', 'next', 'year', 'noting', 'current', 'life', 'last', 'long']",Moon
110096,"['one', 'functional', u'group', 'added', 'terminal', 'alkyne', 'frequently', 'catalyzed', 'copperi', u'ha', 'referred', 'paradigm', 'click', 'chemistry', 'k', 'barry', 'sharpless']",Azide
110114,"['one', 'man', 'work', u'talk', 'dave', u'wa', 'sent', 'oak', 'ridge', 'work', 'manhattan', 'project', u'ha', 'wear', 'lead', u'glove', 'time', 'awful', 'break', 'piano', 'player']",Entropy
110142,"['along', 'chatt', 'duncanson', 'chemist', u'give', 'name', 'model', 'describes', 'intervention', 'pi', u'complex', 'transition', u'metal']",Michael J. S. Dewar
207709,"['duanehunt', 'law', 'describes', 'maximum', 'frequency', 'type', 'radiation', 'produced', 'deceleration', u'electron', 'process', 'known', 'bremsstrahlung']",X-ray
110161,"['latitude', 'longitude', u'coordinate', 'calculated', 'using', 'stonyhurst', u'disk', 'circular', u'piece', 'cardboard', 'drawn', 'appropriate', 'diameter']",Sunspot
208472,"['one', 'character', 'novel', 'remembers', 'childhood', u'dream', 'trumpet', 'discussing', 'object', 'desire']",Foucault's Pendulum
208485,"['one', 'receptor', 'important', 'metabolism', 'substance', 'contains', 'ytrf', 'endocytotic', 'signal']",Iron
110183,"['replacing', 'anomeric', 'carbon', 'group', 'molecule', 'single', 'hydrogen', u'result', 'arabinose']",Fructose
110188,"['original', 'idea', 'reflected', 'development', 'matrioshka', u'brain', 'another', 'conception', u'posit', 'statites', 'support', 'weight', 'photovoltaic', u'cell']",Dyson sphere
11890,"['structure', 'subject', 'book', 'w', 'h', 'newtonsmith', u'discus', u'peirce', 'argument', 'limit', u'constraint', 'logical', 'possibility']",Time
110196,"['lipinskis', 'rule', 'number', 'simple', 'algorithm', 'used', 'determine', 'druglikeness', 'chemical', u'compound', 'likelihood', 'compound', 'orally', 'active', 'drug']",5 (number)
208501,"['one', 'division', 'within', 'period', 'marked', 'appearance', 'pseudostaffella', 'antiqua']",Carboniferous
209513,"['defining', 'equation', 'named', u'thing', 'conventionally', 'written', 'u', 'sub', 'tt', u'equal', 'c', u'time', 'u', 'sub', 'xx']",Wave
208507,"['particle', u'physic', 'word', u'name', u'peak', 'cross', 'section', 'scattering', 'experiment', 'corresponding', 'indirect', 'observation', 'shortlived', u'particle']",Resonance
110213,"['existence', 'partly', 'explained', 'brownshook', 'model']",Kirkwood gap
110218,"['1971', 'theodor', 'benzinger', 'proposed', 'thermal', 'version', 'quantity', 'useful', 'analyzing', 'energetics', 'protein', 'folding']",Work function
208528,"['one', 'perturbative', 'solution', 'kind', 'problem', u'take', 'form', 'infinite', 'series', 'feynman', u'diagram', 'diverges']",Scattering
208532,"[u'member', 'phylum', 'contain', 'hook', 'gripping', 'onto', u'object', 'called', 'rostellum', 'adhesive', 'patch', 'called', 'myzorhynchus']",Flatworm
110239,"[u'hirschsprung', 'disease', u'result', 'hereditary', 'lack', u'cell', u'part', 'system']",Enteric nervous system
110254,"[u'method', 'used', 'compute', 'include', 'various', 'embarassingly', 'parallel', u'implementation', 'hubbarddouady', 'potential', 'milnor', 'algorithm']",Mandelbrot set
208568,"[u'function', 'special', 'type', 'property', 'make', 'holder', u'space']",Continuous function
208571,"['lda', 'used', 'transform', 'propargyl', 'diol', 'one', u'compound', 'whiting', 'reaction']",Diene
110273,"['structure', 'repaired', 'grafting', 'bentall', 'procedure']",Aorta
110278,"['ramsauertownsend', 'effect', 'phenomenon', 'occurs', 'unity', 'probability', 'certain', 'boundary', u'condition', 'satisfied']",Quantum tunnelling
110285,"['type', 'algebra', 'nonempty', 'collection', 'f', u'subset', 'x', 'f', 'complement', 'asubn', 'sequence', u'element', 'f', 'union', 'f', 'letter', 'also', 'designates', 'baryon', 'containing', 'strange', 'quark', 'two', u'quark', 'andor']",Sigma
110286,"['synthesized', 'mcfadyenstevens', 'reaction', 'nef', 'reaction', 'aromatic', u'example', 'created', 'gattermannkoch', 'reaction']",Aldehyde
110295,"[u'distance', 'arbitrary', 'point', 'one', u'figure', u'side', u'vertex', 'given', 'erdosmordell', 'inequality']",Triangle
110298,"[u'specie', u'body', 'may', 'surrounded', 'segrosomes', 'convenient', 'method', 'creating', 'lrbp', 'clonase', 'gateway', 'system']",Plasmid
110309,"['nikuni', 'et', 'al']",Bose-Einstein condensate
110316,"['aromatic', u'version', u'compound', 'produced', 'aryl', u'halide', 'rosenmundvon', 'braun', 'reaction', 'variation', 'friedelcrafts', 'reaction', u'us', 'one', 'reagent', 'hobenhoesch', 'reaction']",Nitrile
110318,"['chinese', 'goddess', 'entity', 'obtained', 'position', 'swallowing', 'large', 'pill', 'named', 'change']",Moon
110321,"['one', 'subpathway', 'process', 'activated', 'hageman', 'factor', 'prekallikrein', 'one', 'critical', 'protein', 'pathway', 'gammaglutamyl', 'carboxylase', u'act', 'upon', u'protein', 'c', 'z', 'vkorc', 'recycles', 'one', 'important', 'molecule', 'process', 'warfarin', 'often', 'used', 'inhibit', 'process']",Coagulation
110327,"['law', 'basis', 'hodgkinhuxley', 'model', 'namesake', 'also', 'noted', 'ear', 'perceives', 'sound', 'sum', 'harmonic', u'tone']",Ohm's law
110331,"['space', 'schwartz', u'function', 'operation', 'endomorphism']",Fourier transform
110349,"['one', 'alternative', 'reaction', u'us', 'diorganochromium', 'named', 'takai', 'one', 'variant', 'modified', 'using', 'khmds', 'named', 'still']",Wittig reaction
110352,"['expression', 'protein', 'partly', 'controlled', 'binding', 'neurod1', 'par1', 'secretion', 'inhibited', 'sirt4', 'adpribosylates', 'glutamate', 'dehydrogenase']",Insulin
208658,"[u'organism', 'used', 'develop', 'model', 'frameshift', u'mutation', 'named', 'streisinger']",Bacteriophage
204078,"['quantity', 'shown', 'equal', 'magnetomotive', 'force', u'time', 'munought', u'time', u'material', 'permittivity', u'time', 'vector', 'potential', 'divided', 'circuit', 'length', 'mmf', 'divided', 'quantity', u'give', 'reluctance']",Magnetic flux
110366,"['metric', 'version', 'problem', 'subject', 'christofides', 'algorithm']",Travelling salesman problem
110376,"['drosophila', 'growth', u'structure', 'controlled', 'interaction', 'stilt', 'robo', u'receptor', u'vertebrate', 'guided', 'gradient', 'ephrins', 'interaction', 'semaphorins', 'plexins']",Axon
110382,"[u'object', 'dispersed', 'away', 'fermi', 'surface', 'kohn', 'scattering']",Phonon
110385,"[u'enzyme', u'function', 'duplicated', 'alt', 'pathway', 'promoter', 'contains', '5', u'element', 'bind', 'transcription', 'factor', 'sp1']",Telomerase
